Resource,CombinedCycle_NaturalGas_A_New,CombinedCycle_NaturalGas_A_Existing,CombustionTurbine_NaturalGas_A_New,CombustionTurbine_NaturalGas_A_Existing,SteamTurbine_NaturalGas_A_New,SteamTurbine_NaturalGas_A_Existing,CombinedCycle_NaturalGas_B_New,CombinedCycle_NaturalGas_B_Existing,SteamTurbine_NaturalGas_B_New,SteamTurbine_NaturalGas_B_Existing,CombinedCycle_NaturalGas_C_New,CombinedCycle_NaturalGas_C_Existing,SteamTurbine_FuelOil6_C_New,SteamTurbine_FuelOil6_C_Existing,SteamTurbine_NaturalGas_C_New,SteamTurbine_NaturalGas_C_Existing,CombinedCycle_NaturalGas_D_New,CombinedCycle_NaturalGas_D_Existing,CombinedCycle_NaturalGas_E_New,CombinedCycle_NaturalGas_E_Existing,CombinedCycle_NaturalGas_F_New,CombinedCycle_NaturalGas_F_Existing,CombinedCycle_NaturalGas_G_New,CombinedCycle_NaturalGas_G_Existing,CombustionTurbine_NaturalGas_G_New,CombustionTurbine_NaturalGas_G_Existing,SteamTurbine_NaturalGas_G_New,SteamTurbine_NaturalGas_G_Existing,CombinedCycle_NaturalGas_J_New,CombinedCycle_NaturalGas_J_Existing,CombustionTurbine_NaturalGas_J_New,CombustionTurbine_NaturalGas_J_Existing,SteamTurbine_NaturalGas_J_New,SteamTurbine_NaturalGas_J_Existing,CombinedCycle_NaturalGas_K_New,CombinedCycle_NaturalGas_K_Existing,CombustionTurbine_FuelOil2_K_New,CombustionTurbine_FuelOil2_K_Existing,CombustionTurbine_NaturalGas_K_New,CombustionTurbine_NaturalGas_K_Existing,SteamTurbine_NaturalGas_K_New,SteamTurbine_NaturalGas_K_Existing,CombinedCycle_NaturalGas_H_New,CombustionTurbine_NaturalGas_H_New,CombustionTurbine_FuelOil2_H_New,SteamTurbine_NaturalGas_H_New,SteamTurbine_FuelOil6_H_New,CombinedCycle_NaturalGas_I_New,CombustionTurbine_NaturalGas_I_New,CombustionTurbine_FuelOil2_I_New,SteamTurbine_NaturalGas_I_New,SteamTurbine_FuelOil6_I_New,Nuclear_A_New,Nuclear_B_New,Nuclear_B_Existing,Nuclear_C_New,Nuclear_C_Existing,Nuclear_D_New,Nuclear_E_New,Nuclear_F_New,Nuclear_G_New,Nuclear_H_New,Nuclear_I_New,Nuclear_J_New,Nuclear_K_New,Total
t6023,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.0203620250006136,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.304762025000613
t6024,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.0203620250006136,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.304762025000613
t6025,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,1.6804520193607535,0.0,1.116903300358073,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.134855319718826
t6026,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,1.7245162685102404,0.0,0.6407483601370157,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.702764628647255
t6027,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,1.7245162685102404,0.0,0.6407483601370157,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.702764628647255
t6028,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,1.7245162685102404,0.0,0.6407483601370157,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.702764628647255
t6029,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,2.869988021764222,0.0,1.116903300358073,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.324391322122295
t6030,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.076252331895127,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.360652331895128
t6031,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.076252331895127,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.360652331895128
t6032,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.932400000000001
t6033,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.21016899230662045,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.142568992306622
t6034,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.6303276971953912,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.562727697195392
t6035,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.0970603746362848,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.029460374636285
t6036,0.0,0.44039999999999996,0.0,0.047299999999999995,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,0.20444659008495636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.379246590084957
t6037,0.0,0.44039999999999996,0.0,0.047299999999999995,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,0.5043161476964587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67911614769646
t6038,0.0,0.44039999999999996,0.0,0.047299999999999995,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,0.5043161476964587,0.3129907659034205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.992106913599882
t6039,0.0,0.44039999999999996,0.0,0.047299999999999995,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,0.5043161476964587,0.45595965859287085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.135075806289331
t6040,0.0,0.44039999999999996,0.0,0.047299999999999995,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,0.5043161476964587,0.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38111614769646
t6041,0.0,0.44039999999999996,0.0,0.047299999999999995,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,0.5043161476964587,0.6521786459226034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.331294793619064
t6042,0.0,0.44039999999999996,0.0,0.047299999999999995,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,1.2092121054985927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.384012105498593
t6043,0.0,0.44039999999999996,0.0,0.047299999999999995,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,1.2092121054985927,0.15460469859508116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.538616804093675
t6044,0.0,0.44039999999999996,0.0,0.047299999999999995,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,0.3774086473379521,0.15460469859508116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.706813345933034
t6045,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,0.2032031619672602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.33070316196726
t6046,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.8906610742673666,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.823061074267367
t6047,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.1916839324448194,0.0,1.9469000000000003,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.319689695835503,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.795773628280322
t6048,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.1486428941621,0.0,1.116903300358073,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.603046194520173
t6049,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.1486428941621,0.0,0.9377456205362201,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.423888514698321
t6050,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.1486428941621,0.0,0.9377456205362201,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.423888514698321
t6051,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.1486428941621,0.0,0.9377456205362201,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.423888514698321
t6052,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.1486428941621,0.0,0.9377456205362201,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.423888514698321
t6053,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.1486428941621,0.0,0.9377456205362201,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.423888514698321
t6054,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.1486428941621,0.0,0.9377456205362201,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.423888514698321
t6055,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.2909881666666907,0.0,0.9377456205362201,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.566233787202911
t6056,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.2909881666666907,0.0,1.6346061006683916,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,0.44665053067351124,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.709744798008593
t6057,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1136207916643321,0.0,0.0,0.0,0.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.046020791664333
t6058,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,0.4531902540233001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5806902540233
t6059,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,0.7371038787323655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.864603878732366
t6060,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,0.7371038787323655,0.6104031664372102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.475007045169576
t6061,0.0,0.44039999999999996,0.0,0.0,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,0.380100634028495,0.5653321052217378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.072932739250234
t6062,0.0,0.44039999999999996,0.0,0.047299999999999995,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,0.380100634028495,0.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.256900634028495
t6063,0.0,0.44039999999999996,0.0,0.047299999999999995,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,0.9456244110311443,0.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.822424411031145
t6064,0.0,0.44039999999999996,0.0,0.047299999999999995,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0216,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,1.3841674362476601,0.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047835701864161924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.330403138111823
t6065,0.0,0.44039999999999996,0.0,0.047299999999999995,0.0,0.0,0.0,0.1343,0.0,0.0,0.0,1.5933,0.0,0.0,0.0,0.0,0.0,0.3877,0.0,0.236,0.0,3.648,0.0,1.9469,0.0,0.0216,0.0,0.0,0.0,3.7392,0.0,1.1950999999999998,0.0,0.0,0.0,0.8066,0.0,0.0,1.3841674362476601,0.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38099018487206454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.663557621119725
